Shows,What show has this phrase:Did everything just taste purple for a second?,Futurama,100
Shows,What show has this phrase:We were on a break,Friends,200
Shows,What show has this phrase:Pivot! Pivot!,Friends,300
Shows,What show has this phrase:They are in the village. Still trying to convince the folks we are friendly elves,Stargate,400
Shows,What show has this phrase:I am the one who gripped you tight and raised you from perdition,Supernatural,500
